FPS,JANK,BigJANK,Max FrameTime(ms),CPU(%),CPU0(%),CPU1(%),CPU2(%),CPU3(%),CPU4(%),CPU5(%),CPU6(%),CPU7(%),CPU0(MHz),CPU1(MHz),CPU2(MHz),CPU3(MHz),CPU4(MHz),CPU5(MHz),CPU6(MHz),CPU7(MHz),CPU(°C),GPU(%),GPU(KHz),Battery(%),Battery(°C),Battery(mA),Battery(volt),bh3
47,0,0,33.02,26.89,38.04,24.74,19.59,21.05,22.22,15.46,28.43,45.19,1250,1250,1250,1250,2450,2450,2450,2850,90.40,6400,99.00,852,51,49.40,2014,3.788
52,0,0,33.02,34.61,44.21,27.37,21.88,23.96,30.11,20.00,47.42,61.46,2000,2000,2000,2000,2300,2300,2300,2550,91.30,6400,99.00,852,51,49.40,1903,3.788
48,0,0,66.04,32.53,39.13,29.17,21.65,21.65,27.45,19.19,39.00,60.40,1100,1100,1100,1100,2450,2450,2450,2850,92.50,5500,96.00,800,51,49.40,1903,3.79
53,0,0,24.76,31.33,41.67,24.47,33.01,20.41,22.58,19.00,38.00,52.00,1800,1800,1800,1800,2400,2400,2400,2650,92.20,6400,99.00,852,51,49.40,1903,3.79
49,0,0,82.46,31.00,44.79,29.47,22.58,21.05,23.71,15.63,34.00,55.10,900,900,900,900,2450,2450,2450,2450,94.20,5500,98.00,721,51,49.40,2040,3.79
4,0,0,255.81,30.32,34.78,32.29,24.75,20.83,14.85,13.86,9.00,95.96,1400,1400,1400,1400,2450,2450,2450,2850,89.20,5500,11.00,721,51,49.40,2040,3.79
52,0,0,24.78,28.75,41.84,25.53,19.15,21.43,22.45,19.80,35.00,45.00,1400,1400,1400,1400,2450,2450,2450,2850,88.80,6400,99.00,852,51,49.40,2040,3.822
54,0,0,24.76,29.85,40.86,29.17,22.68,25.51,22.45,17.35,33.67,45.54,1500,1500,1500,1500,2450,2450,2450,2850,90.90,6400,99.00,852,51,49.40,1973,3.822
6,1,1,553.04,25.84,27.96,21.43,19.39,23.23,6.19,5.10,12.50,89.80,1000,1000,1000,1000,1100,1100,1100,2850,89.60,5500,6.00,721,51,49.40,1973,3.822
29,0,0,404.37,36.98,43.82,40.40,42.00,42.57,33.00,20.59,29.00,46.00,1500,1500,1500,1500,2400,2400,2400,2650,86.70,5500,7.00,721,51,49.40,1973,3.826
0,0,0,0.00,45.73,53.93,50.55,53.13,53.19,42.86,37.50,41.24,33.33,1500,1500,1500,1500,2100,2100,2100,2300,83.70,5500,50.00,555,51,49.40,1365,3.826
0,0,0,0.00,40.89,54.26,43.33,44.44,46.15,45.54,36.89,35.92,23.71,1100,1100,1100,1100,1700,1700,1700,1900,78.90,3200,79.00,219,51,49.40,1365,3.826
0,0,0,0.00,40.59,52.69,44.44,39.78,43.16,41.00,33.00,42.00,28.00,1400,1400,1400,1400,1200,1200,1200,1400,76.40,3200,77.00,219,51,49.40,1365,3.826
60,0,0,33.00,43.04,57.45,45.26,42.42,41.30,44.44,33.68,43.88,38.00,1800,1800,1800,1800,1100,1100,1100,1300,76.20,3200,57.00,219,51,49.40,961,3.838
56,1,1,115.52,35.93,46.15,36.46,35.00,32.32,40.20,31.31,27.27,37.37,1250,1250,1250,1250,1100,1100,1100,1300,73.40,2667,39.00,219,51,49.40,961,3.838
52,1,1,189.81,26.32,41.49,26.32,20.00,25.25,23.47,12.12,20.83,41.18,1300,1300,1300,1300,1100,1100,1100,1300,71.50,3200,29.00,219,51,49.40,961,3.838
54,1,1,165.02,27.88,40.45,31.00,28.00,29.29,25.74,12.37,21.21,39.00,1050,1050,1050,1050,1100,1100,1100,1300,70.60,3200,38.00,219,51,49.40,849,3.851
58,0,0,66.01,28.38,42.27,31.00,25.00,25.74,24.49,20.19,18.18,38.24,1200,1200,1200,1200,1400,1400,1400,1600,70.50,2667,37.00,219,51,49.40,849,3.851
59,0,0,41.27,29.96,48.98,28.57,29.90,28.42,33.33,17.89,16.67,36.08,1800,1800,1800,1800,1100,1100,1100,1300,68.80,2667,44.00,219,51,49.40,849,3.851
61,0,0,33.01,38.87,55.79,48.96,47.92,47.92,43.16,16.49,11.11,41.00,2000,2000,2000,2000,1100,1100,1100,1300,69.40,3200,44.00,219,51,49.40,768,3.825
61,0,0,16.65,28.80,43.62,32.99,28.71,39.60,24.75,16.50,19.80,23.76,1200,1200,1200,1200,1100,1100,1100,1300,68.20,3200,43.00,219,51,49.40,768,3.825
51,1,1,214.58,26.43,41.11,28.57,20.00,22.92,23.16,15.46,20.20,39.00,1150,1150,1150,1150,1100,1100,1100,1300,67.40,2667,34.00,219,51,49.40,768,3.825
42,0,0,16.59,26.75,40.82,32.00,23.96,19.15,21.21,11.34,18.00,48.51,1900,1900,1900,1900,1100,1100,1100,1300,66.50,2667,25.00,219,51,49.40,775,3.848
41,0,0,24.79,31.02,46.39,28.87,25.51,23.76,23.71,18.81,26.73,54.00,1500,1500,1500,1500,2000,2000,2000,2200,69.30,3200,32.00,255,51,49.40,775,3.848
58,0,0,49.51,26.52,37.23,28.42,26.26,24.75,21.43,13.00,21.78,37.00,1200,1200,1200,1200,1800,1800,1800,2000,68.20,2667,41.00,243,51,49.40,775,3.848
52,1,1,181.55,27.92,42.27,31.25,24.49,22.92,21.43,16.83,20.79,46.00,1700,1700,1700,1700,1300,1300,1300,1500,67.30,2667,40.00,243,51,49.40,820,3.84
57,1,1,82.52,25.50,41.67,27.84,23.00,25.49,26.21,12.12,18.81,32.04,1100,1100,1100,1100,1100,1100,1100,1300,66.10,3200,42.00,219,51,49.40,820,3.84
61,0,0,33.00,27.80,43.62,27.37,23.71,25.51,25.26,16.33,33.00,26.53,1700,1700,1700,1700,2450,2450,2450,2850,72.20,3200,36.00,219,51,49.40,820,3.84
54,0,0,24.76,23.21,39.78,32.32,27.27,21.88,14.29,11.11,12.87,28.28,1250,1250,1250,1250,2400,2400,2400,2650,71.60,3200,32.00,219,51,49.40,820,3.84
12,0,0,24.76,33.55,37.23,24.47,19.15,26.26,34.34,44.79,47.47,32.67,1150,1150,1150,1150,2400,2400,2400,2650,76.50,3200,22.00,852,51,49.40,820,3.846
4,0,0,470.41,26.88,31.96,18.95,16.67,15.31,10.20,52.48,59.00,10.00,900,900,900,900,2300,2300,2300,2550,76.30,2667,5.00,852,51,49.40,820,3.846
47,1,0,66.05,28.37,40.63,27.08,22.22,23.23,25.00,24.75,33.66,30.39,1500,1500,1500,1500,1500,1500,1500,1700,68.80,3200,46.00,219,51,49.40,842,3.846
48,0,0,16.55,25.66,39.39,23.16,17.53,28.16,22.77,16.50,15.00,43.43,1300,1300,1300,1300,1200,1200,1200,1400,66.90,2667,36.00,219,51,49.40,842,3.855
55,0,0,24.76,31.96,48.91,27.96,26.04,24.49,28.28,19.19,27.55,51.49,1400,1400,1400,1400,1100,1100,1100,1300,65.70,2667,35.00,243,51,49.40,842,3.855
61,0,0,24.75,22.73,40.22,31.43,21.65,21.65,23.23,10.31,17.17,18.37,1400,1400,1400,1400,1100,1100,1100,1300,65.00,2667,46.00,243,51,49.40,786,3.855
60,0,0,16.68,23.01,38.46,28.13,26.00,20.21,24.00,11.11,17.35,20.59,1700,1700,1700,1700,1100,1100,1100,1300,64.90,3200,46.00,243,51,49.40,786,3.855
58,0,0,57.77,25.60,42.71,28.28,24.49,21.88,23.23,11.34,24.75,29.41,1200,1200,1200,1200,1100,1100,1100,1300,65.10,2667,46.00,385,51,49.40,786,3.856
61,0,0,24.75,29.40,44.68,27.96,26.53,28.57,39.39,19.39,26.47,21.78,1500,1500,1500,1500,1100,1100,1100,1300,64.80,2667,45.00,255,51,49.40,771,3.856
61,0,0,16.52,23.02,40.00,27.66,27.08,24.74,24.49,7.37,14.14,17.35,1150,1150,1150,1150,1100,1100,1100,1300,64.10,3200,47.00,243,51,49.40,771,3.856
61,0,0,16.53,27.12,50.00,37.89,38.95,36.08,29.17,11.76,2.00,16.33,1400,1400,1400,1400,1100,1100,1100,1300,63.70,3200,47.00,243,51,49.40,771,3.856
41,1,1,321.80,36.93,52.00,45.74,42.71,48.45,39.22,16.49,7.00,44.55,2000,2000,2000,2000,1100,1100,1100,1300,66.60,5500,44.00,555,51,49.40,671,3.854
60,0,0,41.27,36.99,49.48,37.89,31.25,31.63,42.72,27.84,30.61,42.00,1150,1150,1150,1150,2300,2300,2300,2550,70.50,6400,95.00,852,51,49.40,671,3.854
61,0,0,33.01,26.74,38.46,28.72,23.71,26.04,25.51,21.00,25.25,29.00,2000,2000,2000,2000,2400,2400,2400,2650,76.00,5500,90.00,642,51,49.40,671,3.854
47,0,0,115.51,30.61,42.27,30.61,29.13,24.00,23.00,14.56,16.83,63.46,1150,1150,1150,1150,1100,1100,1100,1300,67.70,3200,33.00,268,51,49.40,1458,3.824
56,0,0,24.76,29.99,45.36,32.65,23.66,28.13,33.67,26.53,21.21,27.84,2000,2000,2000,2000,1100,1100,1100,1300,66.90,3200,44.00,219,51,49.40,1458,3.824
62,0,0,24.78,27.08,40.86,27.37,23.00,23.71,28.28,20.79,21.43,32.00,1150,1150,1150,1150,1100,1100,1100,1300,65.00,2667,36.00,219,51,49.40,1458,3.824
54,1,1,140.29,28.34,44.33,25.00,30.77,25.51,28.71,14.29,23.76,35.05,1200,1200,1200,1200,1100,1100,1100,1300,64.30,3200,35.00,219,51,49.40,656,3.824
61,0,0,16.65,27.95,46.88,36.73,25.26,29.29,24.74,16.83,18.18,24.00,1200,1200,1200,1200,1100,1100,1100,1300,64.20,3200,39.00,219,51,49.40,656,3.856
61,0,0,33.01,26.43,47.06,31.58,26.26,26.04,27.72,12.37,16.00,27.00,1100,1100,1100,1100,1100,1100,1100,1300,63.50,2667,39.00,219,51,49.40,656,3.856
61,0,0,33.00,32.25,53.68,41.30,42.27,41.94,32.32,14.00,8.16,26.26,2000,2000,2000,2000,1100,1100,1100,1300,65.20,2667,39.00,219,51,48.80,712,3.856
60,0,0,16.53,24.25,44.55,32.00,23.71,29.29,22.77,11.76,10.89,19.42,1000,1000,1000,1000,1100,1100,1100,1300,62.90,2667,38.00,219,50,48.80,712,3.856
61,0,0,33.01,23.94,44.79,30.93,22.92,22.34,21.65,9.47,16.33,20.62,1800,1800,1800,1800,1100,1100,1100,1300,63.10,3200,39.00,219,50,48.80,712,3.854
59,0,0,57.77,26.34,40.86,26.32,23.47,23.23,26.26,13.40,25.96,33.66,1200,1200,1200,1200,1100,1100,1100,1300,62.50,2667,34.00,219,50,48.80,764,3.854
21,0,0,24.73,28.94,36.36,27.27,18.56,23.71,21.88,21.21,10.20,73.47,1000,1000,1000,1000,1100,1100,1100,1300,62.50,3200,14.00,219,50,48.80,764,3.854
19,1,1,222.82,37.50,38.30,27.27,21.21,20.83,39.60,48.45,48.51,53.00,1050,1050,1050,1050,2450,2450,2450,2850,73.60,3200,35.00,852,50,48.80,764,3.849
3,0,0,396.35,28.88,34.38,22.11,21.65,22.77,13.27,24.49,37.62,54.00,1800,1800,1800,1800,1300,1300,1300,2850,65.40,3200,6.00,219,50,48.80,1057,3.849
57,1,0,49.53,45.76,44.79,32.99,20.21,24.74,54.00,47.12,70.00,69.70,1300,1300,1300,1300,1100,1100,1100,1300,72.00,4266,86.00,852,50,48.80,1057,3.849
53,0,0,24.79,43.99,42.71,29.79,29.00,31.63,50.98,44.55,57.14,65.98,950,950,950,950,2450,2450,2450,2450,72.30,5500,80.00,721,50,48.80,1057,3.849
46,0,0,33.02,43.65,44.09,29.47,23.40,26.04,47.00,38.38,71.72,68.37,1600,1600,1600,1600,1100,1100,1100,1300,69.30,5500,77.00,800,50,48.80,1424,3.833
46,1,1,156.77,49.87,48.35,45.92,38.95,41.24,38.95,36.36,66.00,81.44,1800,1800,1800,1800,1100,1100,1100,1300,73.30,6400,68.00,800,50,48.80,1424,3.833
50,1,1,165.09,43.16,41.84,28.28,20.62,24.24,47.00,44.55,62.00,76.00,1100,1100,1100,1100,1100,1100,1100,1300,74.50,5500,79.00,721,50,48.80,1424,3.833
48,2,1,214.50,43.89,45.83,28.57,33.33,24.47,47.06,39.39,55.10,75.51,2000,2000,2000,2000,1100,1100,1100,1300,74.50,5500,74.00,800,50,48.80,1547,3.821
61,0,0,24.75,45.13,43.62,31.91,30.00,26.53,54.81,47.06,66.34,58.59,1500,1500,1500,1500,2450,2450,2450,1400,75.00,5500,93.00,721,50,48.80,1547,3.821
50,1,1,115.55,43.08,44.21,34.69,27.37,35.42,40.63,37.37,55.67,68.32,1050,1050,1050,1050,1500,1500,1500,1700,74.00,6400,91.00,852,50,48.80,1547,3.821
57,0,0,66.01,27.46,43.16,24.73,20.62,22.68,25.51,16.00,30.77,38.61,1100,1100,1100,1100,1100,1100,1100,1300,69.50,3200,26.00,219,50,48.80,1584,3.818
42,0,0,32.99,29.33,44.79,31.58,24.47,31.91,17.89,11.22,14.43,54.00,1500,1500,1500,1500,2450,2450,2450,2850,76.30,5500,34.00,852,50,48.80,1584,3.818
56,0,0,24.77,26.40,40.86,22.34,22.22,24.00,30.10,17.82,24.00,34.65,1000,1000,1000,1000,1100,1100,1100,1300,66.80,2667,25.00,219,50,48.80,1584,3.818
61,0,0,24.74,29.10,46.88,32.65,29.00,27.27,26.32,15.79,24.49,27.84,1500,1500,1500,1500,1100,1100,1100,1300,66.10,3200,36.00,219,50,48.80,664,3.818
60,0,0,24.76,29.26,45.83,31.96,27.84,32.32,27.27,14.29,25.77,28.00,1700,1700,1700,1700,1100,1100,1100,1300,64.80,2667,36.00,219,50,48.80,664,3.857
60,0,0,24.77,35.27,48.91,45.16,44.79,49.00,14.43,5.00,51.49,26.53,1300,1300,1300,1300,1100,1100,1100,1300,64.30,3200,35.00,219,50,48.80,664,3.857
7,1,1,627.23,29.27,35.11,29.17,28.72,24.21,7.22,8.00,7.07,93.88,1400,1400,1400,1400,1100,1100,1100,1900,68.00,5500,2.00,555,50,48.80,812,3.857
0,0,0,0.00,40.34,51.06,44.68,42.55,49.02,24.47,15.46,24.74,68.63,2000,2000,2000,2000,2350,2350,2350,2850,77.30,5500,7.00,555,50,48.80,812,3.857
0,0,0,0.00,42.80,42.39,36.56,35.42,38.54,39.00,36.00,42.00,72.45,2000,2000,2000,2000,1100,1100,1100,2750,76.40,5500,35.00,555,50,48.80,812,3.843
0,0,0,0.00,42.31,48.91,45.54,44.90,39.58,34.65,28.28,24.24,73.00,2000,2000,2000,2000,1200,1200,1200,2850,78.20,5500,8.00,555,50,48.80,1358,3.843
20,1,1,107.25,45.29,46.88,46.46,31.25,41.58,41.24,43.69,49.00,60.40,1150,1150,1150,1150,2450,2450,2450,1700,79.80,5500,29.00,555,50,48.80,1358,3.843
24,0,0,33.02,29.23,34.41,23.16,17.53,22.00,17.53,33.67,58.59,27.72,1400,1400,1400,1400,2450,2450,2450,2850,71.00,3200,47.00,219,50,48.80,1358,3.835
73,1,1,173.28,49.31,53.13,42.72,36.08,45.45,40.59,40.40,70.00,66.35,1500,1500,1500,1500,1100,1100,1100,1300,73.60,5500,83.00,800,50,48.80,1198,3.835
76,2,1,99.04,52.93,52.87,45.16,39.13,45.74,44.33,42.55,76.29,74.23,1700,1700,1700,1700,1400,1400,1400,1600,75.40,6400,82.00,852,50,48.80,1198,3.835
89,0,0,16.52,57.12,62.11,49.48,46.32,45.26,50.50,41.84,76.53,86.46,1800,1800,1800,1800,1300,1300,1300,1500,78.30,6400,97.00,852,50,48.80,1198,3.809
63,2,1,90.78,52.79,61.86,57.29,57.45,54.84,21.88,35.35,72.45,60.20,1600,1600,1600,1600,2250,2250,2250,2150,76.10,6400,79.00,852,50,48.80,1862,3.809
36,2,2,288.85,41.90,46.32,42.57,39.80,34.65,18.63,33.66,75.49,44.55,1250,1250,1250,1250,1100,1100,1100,1300,74.00,5500,38.00,800,50,48.30,1862,3.809
90,0,0,16.53,50.13,50.55,32.98,31.25,28.13,51.52,38.71,84.54,82.83,1500,1500,1500,1500,1100,1100,1100,1300,78.80,6400,98.00,852,50,48.30,1862,3.806
83,1,0,66.03,47.72,46.07,34.38,24.47,26.88,45.26,41.41,73.20,83.67,1150,1150,1150,1150,1400,1400,1400,1600,79.30,5500,90.00,800,50,48.30,1788,3.806
65,0,0,24.76,43.81,48.94,34.78,28.72,28.26,31.87,40.63,71.88,65.98,2000,2000,2000,2000,1700,1700,1700,1900,79.00,5500,94.00,721,50,48.30,1788,3.806
1,0,0,0.01,32.24,35.87,30.00,24.24,29.29,13.73,54.90,65.69,4.95,1150,1150,1150,1150,2450,2450,2450,1300,80.00,5500,1.00,721,50,48.30,1788,3.806
28,1,0,49.52,35.14,34.02,26.80,27.55,25.74,25.51,45.54,65.00,30.69,1700,1700,1700,1700,2300,2300,2300,2550,80.10,6400,35.00,852,50,48.30,983,3.849
87,0,0,33.01,49.74,54.84,38.20,38.30,39.18,45.16,37.89,65.66,76.77,1400,1400,1400,1400,2400,2400,2400,2650,83.00,6400,94.00,852,50,48.30,983,3.849
83,0,0,24.76,48.98,56.25,39.80,36.08,36.17,40.59,37.25,63.92,81.37,1400,1400,1400,1400,2450,2450,2450,2850,86.90,6400,98.00,852,50,48.30,983,3.849
52,2,2,99.17,48.75,52.38,44.57,40.63,40.86,39.39,30.93,58.76,80.85,1600,1600,1600,1600,2450,2450,2450,2850,86.80,5500,83.00,721,50,48.30,2318,3.786
60,0,0,24.76,51.22,60.42,52.08,57.58,54.74,22.68,25.77,84.00,51.52,1000,1000,1000,1000,2450,2450,2450,2850,88.80,5500,97.00,721,50,48.30,2318,3.786
65,0,0,33.01,44.58,44.68,30.61,24.74,29.70,42.99,32.00,55.56,95.15,1250,1250,1250,1250,2450,2450,2450,2850,89.40,5500,90.00,721,50,48.30,2318,3.786
53,0,0,41.25,40.28,45.16,29.47,27.00,28.00,32.67,27.72,39.22,92.86,1300,1300,1300,1300,2450,2450,2450,2850,90.00,5500,74.00,721,50,48.30,2240,3.778
3,0,0,354.92,25.06,29.17,20.00,18.18,20.62,9.38,8.00,11.34,84.00,1900,1900,1900,1900,1100,1100,1100,2850,86.00,5500,1.00,721,50,48.30,2240,3.778
0,0,0,0.01,25.41,21.11,19.39,23.00,28.28,11.11,5.05,18.63,73.08,1500,1500,1500,1500,1100,1100,1100,2550,79.70,5500,0.00,721,50,48.30,2240,3.778
0,0,0,0.01,22.29,25.00,18.75,18.56,15.15,10.20,7.07,18.18,65.35,1200,1200,1200,1200,1100,1100,1100,2850,85.30,5500,0.00,721,50,48.30,1176,3.832
21,0,0,24.75,32.76,34.69,23.71,21.00,19.80,28.57,23.08,30.77,80.39,2000,2000,2000,2000,2450,2450,2450,2850,83.60,5500,14.00,721,50,48.30,1176,3.832
72,1,1,214.52,37.52,44.79,30.21,25.00,23.96,28.13,22.68,71.00,53.54,1600,1600,1600,1600,1100,1100,1100,1300,78.10,6400,76.00,800,50,48.30,1176,3.832
89,0,0,16.53,53.39,55.91,36.26,37.62,40.21,48.35,40.63,82.65,84.69,1500,1500,1500,1500,1100,1100,1100,1300,79.70,6400,94.00,852,50,48.30,1728,3.807
86,0,0,24.82,51.44,54.84,42.27,38.78,34.41,46.94,34.74,75.79,80.81,2000,2000,2000,2000,1500,1500,1500,1700,80.70,6400,92.00,852,50,48.30,1728,3.807
76,0,0,66.02,44.94,51.55,42.11,31.96,32.99,35.71,34.02,61.76,69.00,1100,1100,1100,1100,2450,2450,2450,2750,83.50,6400,87.00,852,50,48.30,1728,3.807
90,0,0,16.54,44.84,55.79,44.79,36.84,39.39,33.67,29.59,57.28,59.80,1500,1500,1500,1500,2300,2300,2300,2550,84.40,5500,97.00,800,50,48.30,2092,3.807
90,0,0,16.55,41.86,52.58,38.38,35.35,30.53,32.98,27.08,58.16,61.46,1800,1800,1800,1800,2000,2000,2000,2200,84.70,5500,97.00,800,50,48.30,2092,3.779
90,0,0,16.55,50.63,60.78,42.55,40.82,40.82,43.00,35.00,66.34,72.28,1900,1900,1900,1900,1600,1600,1600,1800,85.20,6400,96.00,852,50,48.30,2092,3.779
81,3,0,49.52,45.17,51.04,37.76,31.63,32.67,38.78,31.63,67.68,71.13,1100,1100,1100,1100,2000,2000,2000,2200,85.40,6400,88.00,852,50,48.30,1925,3.779
85,0,0,33.01,52.21,57.89,41.30,44.90,41.67,43.88,42.86,65.63,76.00,1500,1500,1500,1500,2450,2450,2450,2850,89.70,6400,96.00,852,50,48.30,1925,3.779
88,0,0,24.76,52.97,59.57,48.00,43.30,48.48,44.55,44.23,63.27,74.49,1600,1600,1600,1600,2450,2450,2450,2750,91.70,5500,98.00,800,50,48.30,1925,3.781
82,0,0,24.76,52.37,56.04,45.92,44.55,41.05,42.86,39.80,66.00,82.83,2000,2000,2000,2000,2450,2450,2450,2850,93.20,6400,98.00,852,50,48.30,2367,3.781
68,0,0,24.77,54.45,60.42,49.00,45.54,43.30,42.27,40.40,69.90,83.17,1300,1300,1300,1300,2450,2450,2450,2850,93.10,5500,99.00,721,50,48.30,2367,3.781
54,0,0,24.78,48.47,57.73,45.74,42.71,48.08,37.37,30.21,48.00,77.55,2000,2000,2000,2000,2450,2450,2450,2850,91.40,5500,99.00,721,50,48.30,2367,3.781
55,0,0,57.77,53.38,64.13,58.51,60.40,61.00,20.62,22.77,56.00,86.46,2000,2000,2000,2000,2450,2450,2450,2850,93.20,5500,92.00,800,50,48.30,2092,3.773
59,0,0,33.01,56.32,65.66,61.86,57.89,61.29,30.00,28.00,58.59,86.27,1800,1800,1800,1800,2100,2100,2100,2300,89.30,6400,98.00,852,50,48.30,2092,3.773
75,1,0,49.52,52.76,60.20,50.49,45.26,46.53,38.00,34.34,63.73,84.69,1400,1400,1400,1400,2450,2450,2450,2850,90.50,5500,98.00,721,50,48.10,2092,3.773
48,2,2,198.03,40.59,46.15,36.73,34.34,31.25,25.51,27.18,73.53,49.49,1400,1400,1400,1400,2450,2450,2450,2850,89.40,5500,65.00,642,50,48.10,2218,3.787
74,0,0,17.45,52.29,52.22,45.26,35.11,41.49,45.74,40.21,72.55,83.84,2000,2000,2000,2000,2200,2200,2200,2400,89.30,6400,98.00,852,50,48.10,2218,3.787
74,1,0,58.42,39.84,49.46,34.78,30.43,30.21,32.63,28.13,49.49,59.60,1250,1250,1250,1250,2450,2450,2450,2850,92.50,6400,98.00,852,50,48.10,2218,3.787
68,2,0,74.26,46.61,52.69,36.84,31.91,36.73,41.51,42.59,67.00,65.00,1800,1800,1800,1800,2450,2450,2450,2850,92.30,5500,88.00,642,50,48.10,2200,3.781
59,0,0,24.77,39.10,48.94,36.36,31.31,29.03,30.85,27.00,53.00,54.17,1300,1300,1300,1300,2200,2200,2200,2400,92.10,5500,97.00,800,50,48.10,2200,3.781
1,0,0,0.01,29.66,35.71,27.55,21.21,22.22,12.00,54.55,57.43,8.16,2000,2000,2000,2000,2450,2450,2450,2750,87.20,5500,2.00,800,50,48.10,2200,3.781
57,0,0,66.03,51.02,51.09,42.11,39.60,38.61,43.14,44.55,68.37,79.80,1400,1400,1400,1400,2050,2050,2050,1400,82.50,6400,79.00,852,50,48.10,1562,3.781
52,1,0,74.28,52.13,61.70,59.79,60.20,57.73,24.49,11.22,87.63,58.16,1800,1800,1800,1800,1400,1400,1400,1600,84.40,6400,77.00,852,50,48.10,1562,3.778
79,0,0,16.53,44.85,57.00,43.75,39.39,40.00,27.27,19.19,65.66,63.73,2000,2000,2000,2000,2450,2450,2450,2850,88.80,6400,99.00,852,50,48.10,1562,3.778
64,1,1,107.30,40.37,48.28,32.26,30.11,32.29,30.53,29.59,56.70,61.62,1400,1400,1400,1400,2450,2450,2450,2850,88.40,5500,90.00,721,50,48.10,2144,3.778
62,0,0,24.76,38.05,45.26,33.66,28.28,30.61,33.33,29.81,50.00,55.67,1500,1500,1500,1500,2450,2450,2450,2850,89.10,6400,99.00,852,50,48.10,2144,3.779
76,1,0,66.01,43.67,51.11,38.14,32.63,35.71,35.35,29.59,59.60,66.33,1300,1300,1300,1300,2450,2450,2450,2750,95.50,5500,98.00,721,50,48.10,2144,3.779
58,0,0,16.53,33.25,44.90,28.42,24.49,23.71,24.24,32.00,45.45,44.00,1250,1250,1250,1250,2450,2450,2450,2850,88.00,6400,76.00,852,50,48.10,1899,3.779
89,0,0,16.53,33.33,46.74,24.72,21.28,25.77,25.26,20.83,46.08,52.00,1400,1400,1400,1400,2450,2450,2450,2850,89.10,6400,98.00,852,50,48.10,1899,3.779
87,0,0,33.01,35.67,47.96,34.69,28.87,23.16,26.26,23.47,42.57,57.00,1050,1050,1050,1050,2300,2300,2300,2550,87.40,5500,91.00,721,50,48.10,1899,3.797
81,0,0,33.03,41.21,48.39,34.34,25.26,27.08,31.96,29.41,48.98,83.67,2000,2000,2000,2000,2450,2450,2450,2750,94.70,5500,97.00,721,50,48.10,2003,3.797
42,1,1,156.80,31.87,38.46,32.00,23.16,22.68,24.47,24.74,47.47,42.86,1700,1700,1700,1700,2450,2450,2450,2850,86.70,6400,76.00,852,50,48.10,2003,3.797
57,0,0,24.77,44.94,54.44,51.49,47.92,43.75,26.00,17.82,55.45,62.89,1400,1400,1400,1400,1100,1100,1100,1300,88.20,6400,99.00,852,50,48.10,2003,3.818
76,0,0,24.76,49.23,54.26,36.96,36.73,34.69,40.82,36.36,72.28,81.19,2000,2000,2000,2000,2450,2450,2450,2850,93.30,5500,96.00,800,50,48.10,2059,3.818
74,2,0,74.28,43.77,47.13,35.79,27.47,28.72,36.73,34.02,67.35,69.90,1100,1100,1100,1100,2450,2450,2450,2850,91.90,6400,91.00,800,50,48.10,2059,3.818
73,1,0,49.51,43.44,47.83,37.50,29.17,33.33,36.73,32.65,61.62,70.10,2000,2000,2000,2000,2450,2450,2450,2850,96.20,5500,96.00,800,50,48.10,2059,3.818
70,1,1,99.04,47.50,51.65,37.89,35.71,31.91,40.78,35.92,61.62,84.21,1400,1400,1400,1400,1800,1800,1800,2000,88.20,6400,90.00,852,50,48.10,2096,3.781
85,0,0,16.54,53.09,52.63,40.00,36.17,34.78,51.52,45.92,72.00,90.00,1700,1700,1700,1700,2400,2400,2400,2650,92.30,5500,97.00,800,50,48.10,2096,3.781
83,1,0,49.52,45.98,51.65,31.52,32.32,33.01,35.42,34.31,69.70,78.85,1150,1150,1150,1150,2450,2450,2450,2850,93.10,5500,98.00,721,50,48.10,2096,3.781
79,0,0,16.63,50.38,57.45,39.58,35.11,35.11,41.00,39.05,67.33,83.18,1600,1600,1600,1600,2450,2450,2450,2850,95.40,5500,99.00,721,50,48.10,2159,3.785
68,1,1,115.53,49.28,58.70,40.91,41.30,45.45,35.42,31.58,58.76,81.63,1700,1700,1700,1700,2400,2400,2400,2650,91.80,5500,90.00,721,50,48.10,2159,3.785
62,0,0,24.79,47.43,57.89,42.71,41.67,43.16,37.23,37.37,54.55,62.50,1500,1500,1500,1500,2450,2450,2450,2850,89.90,6400,99.00,852,50,48.10,2159,3.785
58,0,0,49.35,49.05,59.60,53.54,52.69,53.00,21.57,21.00,64.00,67.68,1150,1150,1150,1150,1900,1900,1900,2100,86.10,5500,87.00,721,50,48.10,2103,3.785
46,0,0,24.75,45.96,58.42,53.06,46.88,50.53,14.14,26.00,63.00,54.90,1900,1900,1900,1900,1200,1200,1200,1400,88.40,6400,67.00,852,50,48.10,2103,3.774
79,0,0,16.60,51.63,56.18,49.47,46.24,48.45,30.39,22.68,73.00,87.88,1150,1150,1150,1150,1800,1800,1800,2000,89.20,6400,98.00,852,50,48.10,2103,3.774
89,0,0,16.55,48.45,52.08,31.87,34.34,27.55,43.62,37.11,72.45,85.86,2000,2000,2000,2000,1800,1800,1800,2000,89.60,6400,97.00,852,50,48.10,2203,3.774
52,1,1,156.79,61.98,64.95,55.43,54.64,53.19,56.00,54.08,66.33,88.24,1800,1800,1800,1800,1600,1600,1600,1800,89.00,6400,69.00,852,50,48.10,2203,3.784
