FPS,JANK,BigJANK,Max FrameTime(ms),CPU(%),CPU0(%),CPU1(%),CPU2(%),CPU3(%),CPU4(%),CPU5(%),CPU6(%),CPU7(%),CPU0(MHz),CPU1(MHz),CPU2(MHz),CPU3(MHz),CPU4(MHz),CPU5(MHz),CPU6(MHz),CPU7(MHz),CPU(°C),GPU(%),GPU(KHz),Battery(%),Battery(°C),Battery(mA),Battery(volt),bh3
80,0,0,57.75,38.02,48.42,33.67,26.80,29.70,32.04,30.10,36.73,66.34,2000,2000,2000,2000,2450,2450,2450,2750,81.20,6400,98.00,852,64,38.70,1951,3.876
71,0,0,24.77,36.46,46.81,33.68,26.60,26.60,30.30,25.51,34.69,68.69,1800,1800,1800,1800,2450,2450,2450,2850,84.20,6400,99.00,852,64,39.50,1973,3.885
55,1,0,57.74,38.37,44.79,27.66,25.77,29.29,31.00,27.00,45.00,74.49,1250,1250,1250,1250,2450,2450,2450,2850,86.80,6400,98.00,852,64,39.50,1973,3.885
40,0,0,33.03,41.30,52.08,38.78,35.42,37.11,29.79,26.32,43.30,67.00,1250,1250,1250,1250,2450,2450,2450,2850,80.20,6400,99.00,852,64,39.50,1973,3.885
35,0,0,66.04,31.75,38.20,24.47,18.09,23.16,29.00,23.23,37.62,54.90,1400,1400,1400,1400,2450,2450,2450,2850,80.20,6400,99.00,852,64,39.50,1988,3.885
36,0,0,41.26,40.31,53.68,45.83,43.75,42.86,25.00,17.71,37.76,58.33,1800,1800,1800,1800,2450,2450,2450,2850,80.00,6400,99.00,852,64,39.50,1988,3.878
43,0,0,24.79,45.88,63.27,57.45,57.45,55.32,15.15,8.00,46.46,65.00,2000,2000,2000,2000,2400,2400,2400,2650,82.30,6400,99.00,852,64,39.50,1988,3.878
52,0,0,24.79,44.33,51.96,36.08,41.75,37.62,34.95,28.43,51.00,75.26,1600,1600,1600,1600,2450,2450,2450,2750,84.10,6400,99.00,852,64,39.50,1988,3.878
59,1,1,90.76,43.20,48.96,36.00,28.13,27.37,44.12,39.42,48.48,72.73,1300,1300,1300,1300,1500,1500,1500,1800,79.60,5500,96.00,800,64,39.50,1988,3.871
77,0,0,24.77,45.50,51.52,31.58,23.96,28.72,42.86,33.68,60.61,88.12,1500,1500,1500,1500,2450,2450,2450,2850,82.80,6400,96.00,852,64,39.50,1988,3.871
58,0,0,24.78,40.26,46.32,34.00,28.13,27.55,29.35,29.59,55.67,71.00,1300,1300,1300,1300,2200,2200,2200,2400,82.90,6400,99.00,852,64,39.50,1873,3.871
49,2,1,82.50,39.29,47.42,34.31,31.00,32.67,30.61,29.00,50.52,60.61,1400,1400,1400,1400,2450,2450,2450,2850,83.30,6400,95.00,852,64,39.50,1873,3.871
42,0,0,24.77,33.16,39.36,29.90,20.83,25.51,23.71,18.37,39.22,65.66,1250,1250,1250,1250,2450,2450,2450,2850,78.60,5500,87.00,800,64,39.50,1873,3.861
54,0,0,33.02,37.64,45.36,31.63,25.51,28.28,30.61,25.51,46.00,67.33,1300,1300,1300,1300,1400,1400,1400,1600,79.00,6400,95.00,852,64,39.50,1832,3.861
69,0,0,24.76,36.92,47.47,27.66,24.21,26.53,29.79,22.34,46.94,67.71,1600,1600,1600,1600,2450,2450,2450,2850,79.30,6400,98.00,852,64,39.50,1832,3.861
82,0,0,16.55,38.86,48.31,40.00,35.71,41.75,26.00,19.00,43.16,61.46,2000,2000,2000,2000,2450,2450,2450,2750,80.60,5500,97.00,800,64,39.50,1832,3.861
90,0,0,16.53,43.18,53.61,39.18,36.63,34.41,37.00,24.00,48.54,69.61,1050,1050,1050,1050,2400,2400,2400,2650,80.70,5500,92.00,721,64,39.50,1910,3.879
84,0,0,24.77,40.87,51.55,33.33,30.61,27.66,30.93,32.04,46.46,74.23,2000,2000,2000,2000,2450,2450,2450,2850,81.10,6400,94.00,852,64,39.50,1910,3.879
63,0,0,66.00,38.08,44.09,32.32,27.27,24.49,32.00,25.00,48.04,72.28,1500,1500,1500,1500,2400,2400,2400,2650,80.20,6400,99.00,852,64,39.50,1910,3.879
64,0,0,41.25,42.14,52.08,36.26,33.33,40.00,34.34,28.57,46.94,63.27,1500,1500,1500,1500,2450,2450,2450,2850,79.80,6400,99.00,852,64,39.50,1951,3.886
61,0,0,57.78,44.30,53.85,44.00,38.30,37.23,35.71,33.00,48.04,63.64,1300,1300,1300,1300,2450,2450,2450,2850,83.20,6400,99.00,852,64,39.50,1951,3.886
68,0,0,41.26,41.28,46.74,35.42,32.00,29.59,37.86,30.30,53.06,68.32,2000,2000,2000,2000,2450,2450,2450,2850,85.10,6400,99.00,852,64,39.50,1951,3.886
68,1,0,66.03,46.03,58.33,41.30,37.36,38.95,36.36,31.31,50.51,73.96,1500,1500,1500,1500,2450,2450,2450,2850,84.30,6400,95.00,852,64,39.50,2137,3.886
71,0,0,16.57,47.71,55.79,43.30,39.78,39.39,42.16,34.38,54.00,69.90,1500,1500,1500,1500,2450,2450,2450,2850,82.30,6400,99.00,852,64,39.50,2137,3.878
68,0,0,16.54,42.21,53.19,35.48,32.63,33.68,34.02,32.35,49.49,66.34,1300,1300,1300,1300,2450,2450,2450,2850,85.20,6400,99.00,852,64,39.50,2137,3.878
62,0,0,24.76,41.76,52.13,42.00,34.69,38.78,25.00,22.22,51.02,67.68,2000,2000,2000,2000,2450,2450,2450,2850,85.30,6400,99.00,852,64,39.50,2081,3.878
60,0,0,33.02,45.67,59.57,53.33,53.33,51.58,13.40,9.09,49.47,75.49,2000,2000,2000,2000,2450,2450,2450,2850,83.80,6400,99.00,852,64,39.50,2081,3.878
54,0,0,24.78,45.41,60.00,55.45,50.54,57.14,20.79,11.00,48.04,65.00,1600,1600,1600,1600,2450,2450,2450,2850,84.00,6400,99.00,852,64,39.50,2081,3.875
58,0,0,24.77,41.10,53.68,43.33,40.40,37.50,22.45,16.00,42.42,70.30,1500,1500,1500,1500,1500,1500,1500,1700,78.10,4266,96.00,402,64,39.50,2007,3.875
85,0,0,16.55,45.83,47.83,35.71,27.84,27.66,42.55,37.76,56.00,91.75,1500,1500,1500,1500,1300,1300,1300,1500,77.60,5500,93.00,721,64,39.50,2007,3.875
70,0,0,16.55,33.68,42.86,29.17,25.00,23.23,30.30,25.25,36.08,57.00,1300,1300,1300,1300,2450,2450,2450,2850,79.60,6400,99.00,852,64,39.50,2007,3.875
80,1,0,74.27,34.45,46.74,34.38,30.21,26.32,26.26,24.75,34.65,54.08,1400,1400,1400,1400,2400,2400,2400,2650,78.80,6400,94.00,852,64,39.50,1858,3.888
76,0,0,16.52,31.65,43.62,27.08,22.68,23.47,28.16,25.24,29.00,51.96,1500,1500,1500,1500,2450,2450,2450,2850,80.00,6400,99.00,852,64,40.30,1858,3.888
65,1,0,57.75,34.50,42.53,32.99,27.08,26.32,28.57,23.47,33.33,62.24,1900,1900,1900,1900,2450,2450,2450,2850,83.40,6400,99.00,852,64,40.30,1858,3.888
45,0,0,33.02,36.09,46.32,35.48,31.25,33.33,27.08,24.24,35.29,55.56,1100,1100,1100,1100,2450,2450,2450,2850,80.20,6400,99.00,852,64,40.30,1988,3.895
39,0,0,66.03,34.70,47.37,37.11,38.14,37.37,22.22,15.15,32.99,49.49,1700,1700,1700,1700,2450,2450,2450,2850,80.30,6400,99.00,852,63,40.30,1988,3.895
44,0,0,24.78,38.95,53.85,51.06,48.48,46.88,13.13,2.11,41.84,52.00,1700,1700,1700,1700,2400,2400,2400,2650,80.80,6400,99.00,852,63,40.30,1988,3.895
65,0,0,24.77,43.93,54.74,41.11,41.84,43.30,25.25,13.27,53.47,79.80,1500,1500,1500,1500,1200,1200,1200,1400,78.50,6400,95.00,852,63,40.30,1884,3.895
73,0,0,24.82,41.66,43.96,32.32,29.00,26.88,43.14,35.92,49.49,71.43,1200,1200,1200,1200,2450,2450,2450,2850,80.00,6400,99.00,852,63,40.30,1884,3.885
38,0,0,33.04,25.79,37.50,22.22,22.58,24.00,18.09,13.68,29.00,39.80,2000,2000,2000,2000,2450,2450,2450,2850,80.30,6400,99.00,852,63,40.30,1884,3.885
39,0,0,33.03,28.68,37.23,33.00,22.22,23.23,22.77,16.16,29.70,46.60,1500,1500,1500,1500,2450,2450,2450,2850,81.50,6400,99.00,852,63,40.30,1795,3.885
40,0,0,74.25,30.97,37.63,27.96,23.23,22.68,23.40,19.79,35.71,52.58,2000,2000,2000,2000,2450,2450,2450,2850,81.40,6400,99.00,852,63,40.30,1795,3.885
53,0,0,33.03,36.33,40.86,28.87,25.26,26.26,32.32,29.13,37.76,72.00,1100,1100,1100,1100,1900,1900,1900,2100,79.50,6400,99.00,852,63,40.30,1795,3.886
59,0,0,49.50,32.57,39.13,30.93,31.00,24.74,24.24,24.04,29.00,55.00,1700,1700,1700,1700,2200,2200,2200,2400,79.30,6400,96.00,852,63,40.30,1829,3.886
73,0,0,16.54,35.06,44.57,31.58,26.80,25.51,28.13,21.28,38.00,64.00,1600,1600,1600,1600,2450,2450,2450,2850,80.80,6400,99.00,852,63,40.30,1829,3.886
78,0,0,16.54,39.31,53.13,38.71,33.67,39.60,27.27,21.00,39.22,64.36,2000,2000,2000,2000,2450,2450,2450,2850,80.70,6400,99.00,852,63,40.30,1829,3.893
60,0,0,33.00,41.69,52.69,49.48,46.32,44.33,18.00,9.00,42.00,72.45,1150,1150,1150,1150,2450,2450,2450,2850,80.00,6400,96.00,852,63,40.30,1984,3.893
39,0,0,33.02,32.08,39.78,27.66,21.88,26.60,23.96,24.51,38.38,53.00,1250,1250,1250,1250,2450,2450,2450,2850,81.80,6400,99.00,852,63,40.30,1984,3.893
34,0,0,33.06,30.09,40.63,26.80,26.47,25.00,23.23,21.57,35.29,43.00,1200,1200,1200,1200,2450,2450,2450,2850,79.90,6400,99.00,852,63,40.30,1984,3.89
38,0,0,33.02,29.47,39.13,27.84,23.16,19.57,26.53,20.62,34.02,43.43,2000,2000,2000,2000,2450,2450,2450,2850,80.60,6400,99.00,852,63,40.30,1799,3.89
42,0,0,33.02,38.66,49.47,37.89,33.33,34.69,26.80,30.77,41.00,53.92,1000,1000,1000,1000,2450,2450,2450,2750,82.70,6400,99.00,852,63,40.30,1799,3.89
54,0,0,24.77,39.05,42.39,30.85,25.00,31.63,34.95,30.69,52.00,66.67,2000,2000,2000,2000,2400,2400,2400,2650,81.40,6400,99.00,852,63,40.30,1799,3.89
60,0,0,41.27,48.46,53.33,39.13,41.41,41.41,42.16,34.69,59.60,75.76,1200,1200,1200,1200,2200,2200,2200,2400,81.10,6400,99.00,852,63,40.30,2010,3.878
79,0,0,24.85,52.03,54.84,41.84,42.72,40.40,49.50,41.49,58.59,87.13,1400,1400,1400,1400,2000,2000,2000,2200,80.60,5500,96.00,800,63,40.30,2010,3.878
72,0,0,24.81,42.13,47.19,37.76,27.66,27.47,36.08,27.66,55.67,73.96,1400,1400,1400,1400,2450,2450,2450,2850,81.30,6400,97.00,852,63,40.30,2010,3.878
61,0,0,49.50,48.20,59.60,43.48,46.94,44.33,31.63,29.70,56.12,72.73,1800,1800,1800,1800,2450,2450,2450,2850,84.80,6400,99.00,852,63,40.30,1955,3.888
52,0,0,66.07,41.48,52.22,39.36,35.48,35.42,33.00,30.39,48.48,63.00,1100,1100,1100,1100,2450,2450,2450,2850,81.90,6400,99.00,852,63,40.30,1955,3.888
46,0,0,49.50,38.11,52.17,40.82,34.74,35.71,26.53,22.11,39.39,50.52,1900,1900,1900,1900,2400,2400,2400,2650,81.60,6400,99.00,852,63,40.30,1955,3.888
48,0,0,82.51,33.63,41.49,33.67,28.00,27.84,27.00,20.41,38.14,51.52,1200,1200,1200,1200,2450,2450,2450,2850,81.30,6400,98.00,852,63,40.30,1962,3.888
66,0,0,24.77,36.56,44.44,29.47,26.32,25.00,33.01,23.47,42.00,67.68,1100,1100,1100,1100,2000,2000,2000,2200,81.00,6400,98.00,852,63,40.30,1962,3.887
77,0,0,16.53,32.81,43.96,29.03,22.34,23.16,24.21,19.79,43.00,56.00,1400,1400,1400,1400,2400,2400,2400,2650,83.40,5500,99.00,800,63,40.30,1962,3.887
91,0,0,16.57,38.95,52.48,33.67,27.08,27.37,31.31,27.27,47.00,67.35,2000,2000,2000,2000,2200,2200,2200,2400,80.60,5500,93.00,555,63,40.30,1999,3.887
90,0,0,16.58,41.02,48.35,36.73,31.58,24.21,30.11,26.53,51.04,74.23,1050,1050,1050,1050,1800,1800,1800,2000,77.10,5500,93.00,642,63,40.30,1999,3.876
64,0,0,24.78,40.15,47.92,34.65,28.28,34.65,35.58,25.00,45.00,74.49,1200,1200,1200,1200,2450,2450,2450,2850,84.50,6400,98.00,852,63,41.00,1999,3.876
62,1,0,57.78,38.40,43.16,32.32,22.68,23.96,30.85,31.31,56.00,64.65,1400,1400,1400,1400,2450,2450,2450,2750,83.00,6400,90.00,852,63,41.00,2047,3.876
60,0,0,148.53,50.32,54.17,46.32,39.36,46.00,37.00,36.00,66.34,79.17,1800,1800,1800,1800,1800,1800,1800,2000,77.90,5500,83.00,642,63,41.00,2047,3.876
70,1,0,66.02,50.00,65.05,58.16,57.58,53.68,17.71,13.27,63.92,71.43,2000,2000,2000,2000,2450,2450,2450,2850,80.60,6400,95.00,852,63,41.00,2047,3.87
60,1,1,189.83,44.44,57.14,47.78,45.05,47.92,16.16,7.14,51.04,80.20,2000,2000,2000,2000,2400,2400,2400,2650,82.50,6400,82.00,852,63,41.00,1918,3.87
70,0,0,16.55,40.68,50.50,36.00,29.90,29.90,33.33,27.72,54.72,63.00,1200,1200,1200,1200,2450,2450,2450,2850,81.50,6400,99.00,852,63,41.00,1918,3.87
70,0,0,24.78,45.40,55.88,40.21,35.71,39.22,36.89,32.67,52.94,69.39,1800,1800,1800,1800,2450,2450,2450,2850,87.40,6400,99.00,852,63,41.00,1918,3.88
63,0,0,41.26,36.63,46.15,34.41,26.60,31.00,29.70,20.83,44.66,57.58,1050,1050,1050,1050,2450,2450,2450,2850,83.60,6400,99.00,852,63,41.00,2059,3.88
50,0,0,33.00,30.96,42.55,33.67,23.71,22.92,23.47,22.12,35.64,45.45,1500,1500,1500,1500,2450,2450,2450,2850,82.00,6400,99.00,852,63,41.00,2059,3.88
64,0,0,49.51,36.77,47.96,34.38,25.25,27.72,26.60,22.68,50.00,59.41,1400,1400,1400,1400,2450,2450,2450,2850,81.60,6400,99.00,852,63,41.00,2059,3.88
50,0,0,41.26,34.15,42.86,32.63,30.21,31.58,27.55,21.43,36.73,50.00,1600,1600,1600,1600,2450,2450,2450,2850,81.60,6400,99.00,852,63,41.00,1966,3.883
47,0,0,66.01,37.59,50.00,41.24,37.76,36.08,25.77,25.00,36.63,48.04,1400,1400,1400,1400,2450,2450,2450,2850,81.70,6400,99.00,852,63,41.00,1966,3.883
54,0,0,49.48,39.87,51.16,43.16,43.00,41.49,29.41,21.57,42.72,49.49,1250,1250,1250,1250,2450,2450,2450,2850,83.40,6400,99.00,852,63,41.00,1966,3.883
61,0,0,57.75,46.36,61.46,58.16,61.46,53.26,16.49,5.21,51.55,63.27,2000,2000,2000,2000,2450,2450,2450,2850,82.60,6400,99.00,852,63,41.00,1932,3.882
62,0,0,57.75,44.06,58.24,46.88,39.36,42.86,29.17,25.25,50.00,60.20,2000,2000,2000,2000,2450,2450,2450,2850,84.90,6400,99.00,852,63,41.00,1932,3.882
67,0,0,49.50,46.26,57.14,44.68,41.94,41.05,35.71,27.84,52.48,67.65,1400,1400,1400,1400,2200,2200,2200,2400,83.00,6400,99.00,852,63,41.00,1932,3.882
74,0,0,49.54,41.27,54.17,34.41,29.03,31.58,35.92,26.04,53.06,63.92,1050,1050,1050,1050,2450,2450,2450,2850,85.60,6400,99.00,852,63,41.00,2148,3.872
72,1,0,57.73,41.85,52.17,36.17,31.91,37.23,31.96,26.80,53.54,64.95,2000,2000,2000,2000,2450,2450,2450,2850,86.10,6400,98.00,852,63,41.00,2148,3.872
75,0,0,24.78,39.62,48.98,34.04,27.08,28.28,32.00,25.51,55.00,65.00,1250,1250,1250,1250,2450,2450,2450,2850,85.50,6400,99.00,852,63,41.00,2148,3.872
68,1,0,57.76,40.54,48.91,38.38,33.67,34.38,30.93,28.00,48.45,62.75,1250,1250,1250,1250,2450,2450,2450,2850,86.60,6400,98.00,852,63,41.00,2051,3.872
56,0,0,24.76,38.98,42.53,36.08,30.00,32.32,37.86,27.84,49.02,56.44,1200,1200,1200,1200,2450,2450,2450,2850,86.30,6400,99.00,852,63,41.00,2051,3.867
65,1,0,74.25,41.58,47.25,38.54,34.69,35.11,31.58,28.71,50.00,64.65,2000,2000,2000,2000,2000,2000,2000,2300,83.60,6400,98.00,852,63,41.00,2051,3.867
73,0,0,16.53,51.68,61.70,50.52,49.47,47.31,40.59,30.21,62.38,72.63,2000,2000,2000,2000,2450,2450,2450,2850,92.30,6400,99.00,852,63,41.00,2047,3.867
74,0,0,24.76,49.35,61.29,52.63,50.51,46.15,32.65,26.53,55.67,70.30,1800,1800,1800,1800,2450,2450,2450,2850,87.90,6400,99.00,852,63,41.00,2047,3.867
75,0,0,24.74,46.18,56.84,41.30,39.80,42.42,34.34,32.35,54.46,67.96,1500,1500,1500,1500,2450,2450,2450,2850,87.90,6400,99.00,852,63,41.00,2047,3.868
73,0,0,16.51,40.13,47.87,35.79,27.17,30.77,35.29,25.51,52.04,62.63,1200,1200,1200,1200,2450,2450,2450,2850,85.30,6400,99.00,852,63,41.00,2107,3.868
72,0,0,49.52,40.49,47.25,37.62,28.87,28.13,33.33,34.95,48.48,66.67,1700,1700,1700,1700,2450,2450,2450,2850,87.60,6400,96.00,852,63,41.00,2107,3.868
65,0,0,41.27,43.31,55.67,40.63,40.20,35.05,34.00,28.28,49.02,64.65,1000,1000,1000,1000,2450,2450,2450,2850,87.00,6400,97.00,852,63,41.00,2107,3.872
39,0,0,49.52,30.04,43.88,27.37,21.28,21.28,21.28,20.20,32.65,50.00,1200,1200,1200,1200,2450,2450,2450,2850,83.60,6400,97.00,852,63,41.00,2085,3.872
45,0,0,33.01,35.04,44.21,34.38,30.30,36.73,26.80,19.79,35.00,54.08,1300,1300,1300,1300,2400,2400,2400,2650,86.20,6400,99.00,852,63,41.00,2085,3.872
35,0,0,33.02,33.13,41.84,30.69,24.74,25.00,26.00,22.55,33.33,61.39,1150,1150,1150,1150,2400,2400,2400,2650,83.90,6400,84.00,852,63,41.00,2085,3.872
43,0,0,24.80,38.54,42.86,40.95,29.17,34.34,32.32,28.85,40.00,59.00,1800,1800,1800,1800,2450,2450,2450,2850,83.50,6400,99.00,852,63,41.60,2033,3.873
37,0,0,57.74,34.23,43.48,36.08,29.47,32.65,26.73,18.37,38.00,52.58,1800,1800,1800,1800,2450,2450,2450,2850,83.60,6400,99.00,852,62,41.60,2033,3.873
47,1,1,99.07,42.73,59.18,54.00,51.52,49.46,13.27,2.08,38.61,72.55,1900,1900,1900,1900,1100,1100,1100,1300,78.80,5500,87.00,555,62,41.60,2033,3.873
82,0,0,16.56,49.75,59.79,54.26,57.43,52.08,19.79,14.43,50.51,86.27,1700,1700,1700,1700,1800,1800,1800,2000,79.70,6400,93.00,852,62,41.60,1554,3.884
62,0,0,41.27,37.29,53.13,46.00,38.54,40.63,19.15,19.19,30.21,52.63,1600,1600,1600,1600,2450,2450,2450,2850,82.10,6400,97.00,852,62,41.60,1554,3.884
85,0,0,16.57,35.32,46.15,29.47,27.27,24.74,30.69,25.00,34.65,62.00,1000,1000,1000,1000,2450,2450,2450,2850,83.20,6400,96.00,852,62,41.60,1554,3.884
74,0,0,16.57,32.34,45.83,28.87,32.63,25.26,25.77,21.05,28.57,51.52,1600,1600,1600,1600,2450,2450,2450,2850,84.40,6400,99.00,852,62,41.60,1877,3.884
57,0,0,24.78,34.29,42.86,27.37,21.00,25.25,28.71,24.51,38.24,65.35,1200,1200,1200,1200,2450,2450,2450,2850,82.50,6400,99.00,852,62,41.60,1877,3.885
39,0,0,33.02,29.21,39.78,27.08,21.43,22.68,24.24,17.53,35.00,45.36,1000,1000,1000,1000,2450,2450,2450,2850,82.50,6400,99.00,852,62,41.60,1877,3.885
43,0,0,33.01,28.72,38.46,26.80,20.62,22.00,22.92,19.00,34.65,46.39,1400,1400,1400,1400,2300,2300,2300,2550,82.50,6400,99.00,852,62,41.60,1806,3.885
65,0,0,24.76,40.15,43.48,31.25,31.31,29.00,35.71,28.28,48.98,73.08,1300,1300,1300,1300,1100,1100,1100,1300,80.90,5500,98.00,800,62,41.60,1806,3.885
75,0,0,17.53,41.92,48.91,33.33,29.79,27.96,33.68,27.55,53.06,79.59,2000,2000,2000,2000,2450,2450,2450,2850,83.00,6400,97.00,852,62,41.60,1806,3.885
33,0,0,41.28,33.89,49.47,48.00,44.00,43.30,10.10,5.05,30.93,40.40,2000,2000,2000,2000,2050,2050,2050,2000,81.70,6400,99.00,852,62,41.60,1932,3.885
26,0,0,41.29,33.08,47.42,36.84,35.05,47.00,12.50,10.89,31.37,43.00,950,950,950,950,2450,2450,2450,2850,80.70,6400,99.00,852,62,41.60,1932,3.885
36,0,0,33.01,30.96,36.17,23.16,26.26,21.43,29.13,22.77,37.37,51.00,1150,1150,1150,1150,2100,2100,2100,2300,81.00,6400,99.00,852,62,41.60,1932,3.899
45,0,0,74.27,34.02,39.56,29.29,23.23,20.83,27.84,25.25,40.40,65.35,1600,1600,1600,1600,1500,1500,1500,1700,81.10,6400,99.00,852,62,41.60,1792,3.899
62,1,1,82.53,41.82,41.94,44.57,25.53,34.38,38.95,32.32,45.10,73.74,1900,1900,1900,1900,1100,1100,1100,1300,80.50,6400,97.00,852,62,41.60,1792,3.899
69,0,0,16.57,39.95,43.96,32.98,26.53,23.40,39.60,33.00,45.54,71.00,1400,1400,1400,1400,2450,2450,2450,2850,80.90,6400,99.00,852,62,41.60,1792,3.899
79,0,0,24.76,34.50,44.44,29.03,29.59,23.16,29.29,23.71,36.08,59.18,1100,1100,1100,1100,2450,2450,2450,2850,81.90,6400,99.00,852,62,41.60,1910,3.896
72,0,0,24.77,39.09,49.49,31.96,23.96,26.80,34.69,36.54,38.61,72.00,1500,1500,1500,1500,2450,2450,2450,2850,87.00,6400,99.00,852,62,41.60,1910,3.896
41,0,0,66.01,32.16,35.96,28.42,20.65,26.26,25.51,20.83,39.80,57.29,850,850,850,850,2450,2450,2450,2850,80.90,6400,96.00,800,62,41.60,1910,3.896
36,0,0,33.01,36.41,52.04,37.11,34.34,33.67,23.71,20.79,40.59,49.02,1700,1700,1700,1700,2450,2450,2450,2850,82.10,6400,99.00,852,62,41.60,1832,3.88
34,0,0,41.26,39.97,58.42,51.00,47.96,49.46,14.29,10.89,43.14,47.47,1700,1700,1700,1700,2450,2450,2450,2850,84.40,6400,99.00,852,62,41.60,1832,3.88
32,0,0,41.26,30.24,37.23,25.77,25.00,21.65,25.51,25.00,34.02,44.55,1150,1150,1150,1150,2450,2450,2450,2850,82.50,6400,99.00,852,62,41.60,1832,3.88
42,0,0,33.01,38.25,40.22,31.96,26.80,28.00,36.27,27.55,50.51,66.34,1500,1500,1500,1500,1100,1100,1100,1300,81.60,6400,99.00,852,62,41.60,1910,3.872
51,0,0,24.77,48.60,47.96,32.26,28.87,26.04,48.00,41.41,72.28,88.78,1400,1400,1400,1400,1800,1800,1800,2000,81.80,6400,99.00,852,62,41.60,1910,3.872
63,0,0,24.76,47.42,46.67,39.00,29.90,32.63,42.11,36.73,62.24,87.76,1600,1600,1600,1600,1600,1600,1600,1800,79.20,5500,95.00,721,62,41.60,1910,3.872
73,0,0,24.80,47.59,53.76,40.43,33.33,34.38,41.41,37.37,56.70,82.83,1300,1300,1300,1300,2450,2450,2450,2850,81.80,6400,96.00,852,62,41.60,1710,3.872
57,0,0,49.48,39.67,44.09,35.05,30.93,29.90,30.93,29.00,51.00,65.69,1500,1500,1500,1500,2450,2450,2450,2750,85.90,6400,99.00,852,62,41.60,1710,3.87
52,0,0,41.26,37.37,45.74,29.79,24.74,28.57,31.31,26.53,46.94,62.00,1700,1700,1700,1700,2450,2450,2450,2850,83.10,6400,99.00,852,62,41.60,1710,3.87
47,0,0,57.75,39.43,48.45,37.50,33.67,27.66,35.71,28.57,43.14,63.00,2000,2000,2000,2000,2450,2450,2450,2850,83.70,6400,99.00,852,62,42.20,2092,3.87
48,0,0,49.52,53.49,63.83,59.79,70.53,60.64,35.48,29.03,45.83,63.54,2000,2000,2000,2000,2450,2450,2450,2850,86.00,6400,99.00,852,62,42.20,2092,3.87
49,0,0,33.03,77.71,89.58,88.00,88.42,88.89,60.00,59.05,65.63,82.83,2000,2000,2000,2000,1800,1800,1800,2000,87.90,6400,99.00,852,62,42.20,2092,3.853
25,0,0,74.27,56.98,66.34,62.24,61.46,57.29,40.00,34.38,33.67,98.04,1500,1500,1500,1500,2450,2450,2450,2850,93.40,3200,70.00,402,62,42.20,2385,3.853
25,0,0,74.28,43.12,47.92,36.73,32.26,29.90,38.71,37.11,23.66,100.00,1400,1400,1400,1400,2300,2300,2300,2550,88.20,3200,73.00,351,62,42.20,2385,3.853
49,0,0,49.51,47.58,47.83,33.33,31.07,29.90,41.67,42.72,53.06,96.00,1500,1500,1500,1500,1300,1300,1300,1500,78.40,6400,83.00,852,62,42.20,2385,3.892
59,0,0,24.79,52.09,51.55,39.00,32.63,38.78,44.44,41.90,75.51,94.79,900,900,900,900,1300,1300,1300,1500,79.30,5500,95.00,800,62,42.20,1610,3.892
54,1,1,90.77,53.90,52.69,48.91,43.48,45.74,44.68,37.23,65.66,89.90,2000,2000,2000,2000,1700,1700,1700,1900,79.20,6400,90.00,852,62,42.20,1610,3.892
83,0,0,16.53,50.26,52.13,37.89,34.00,34.38,42.00,35.42,74.23,91.26,1400,1400,1400,1400,2450,2450,2450,2750,86.60,6400,99.00,852,62,42.20,1610,3.892
69,1,0,49.52,41.55,46.15,26.14,23.08,30.30,41.35,31.00,60.40,71.43,1600,1600,1600,1600,2450,2450,2450,2850,83.30,6400,99.00,852,62,42.20,2159,3.863
52,0,0,66.00,35.09,41.67,28.87,24.49,26.26,29.13,23.00,46.53,57.43,1000,1000,1000,1000,2450,2450,2450,2850,83.40,6400,99.00,852,62,42.20,2159,3.863
47,0,0,74.27,32.38,42.22,29.03,26.32,31.37,25.25,16.49,41.41,49.47,1500,1500,1500,1500,2400,2400,2400,2650,84.00,6400,99.00,852,62,42.20,2159,3.863
65,0,0,24.77,45.30,60.40,52.58,52.00,50.52,17.17,4.08,46.88,78.00,1700,1700,1700,1700,1900,1900,1900,2100,82.60,6400,96.00,852,62,42.20,1869,3.88
77,1,0,57.77,41.74,52.81,52.17,50.52,48.94,17.35,9.80,45.45,60.61,1800,1800,1800,1800,2450,2450,2450,2850,84.50,6400,98.00,852,62,42.20,1869,3.88
91,0,0,16.54,38.24,49.47,34.69,32.32,29.59,24.21,22.22,45.36,68.00,1400,1400,1400,1400,2300,2300,2300,2550,83.00,5500,94.00,642,62,42.20,1869,3.88
91,0,0,16.54,41.54,48.39,35.00,28.87,29.29,38.10,29.13,51.46,72.00,1800,1800,1800,1800,2000,2000,2000,2200,79.60,5500,92.00,642,62,42.20,1740,3.881
60,0,0,24.77,35.77,41.94,28.72,27.27,27.66,28.28,19.79,41.84,70.10,900,900,900,900,2450,2450,2450,2850,82.80,6400,99.00,852,62,42.20,1740,3.881
68,1,0,57.76,39.56,47.83,33.68,26.80,29.29,32.65,28.28,49.49,67.33,1250,1250,1250,1250,2450,2450,2450,2850,86.40,6400,99.00,852,62,42.20,1740,3.881
62,0,0,66.00,42.88,52.75,38.95,36.84,34.41,37.25,32.08,48.45,63.92,1500,1500,1500,1500,2100,2100,2100,2300,83.90,6400,99.00,852,62,42.20,2103,3.881
